Jawaban_Mahasiswa,Kode_Jawaban_Dosen,Nilai_Human_Rated
- melakukan pengumpulan sampah elektronik dan selanjutnya dipilah dan didaur ulang,te_5,23.33333333
-salurkan sampah elektronik -daur ulang sampah elektronik -menyimpannya di rumah,te_5,23.33333333
-Dengan merefresh dan scan -Dengan mengistall ulang -Dengan merepair -Dengan maintenance,te_5,7.666666667
mendaur ulang ,te_5,10.66666667
recycle - reuse - refuse. ,te_5,9
"Dihapus, Diolah kembali, Diasingkan, gunakan Ad-Block. ",te_5,9.333333333
-membersihkan hal yang mengandung spam. -melakukan scanning terhadap Data pada komputer. -rutin melakukan defragment.,te_5,5
- adanya satu perhatian dari instansi terkait Dalam pengelola limbah - membangun sistem database untuk medata jumlah volume limnbah - mendorong kepeduliuan semua pihak,te_5,9.333333333
tidak tahu ,te_5,1
- dibakar - didaur ulang,te_5,10.66666667
-Dengan melakukan scaning menggunakan software,te_5,1
"Dalam buku E-Waste: Sampah Elektronik (2015), penulis Rafa Jafar memberikan tips bagaimana memperlakukan barang bekas atau e-waste sebelum akhirnya berakhir di dropbox. Ada langkah kecil yang dapat dilakukan untuk mengurangi sampah elektronik, seperti jual tambah, membawa ke tukang servis, memberikan ke orang lain yang membutuhkan, atau dikumpulkan untuk diberikan ke tempat pengolah e-waste. ",te_5,26
"- mendorong kepedulian semua pihak untuk mendukung pelaksanaan mekanisme EPR dan mekanisme insentif. - membangun sistem database untuk mendata: volume limbah elektronik, daftar industri rekondisi, daftar industri pengolah limbah. - Kebijakan untuk peranan dan pertumbuhan industri rekondisi dan memberlakukan standar untuk produk refurbish. - memberikan informasi kepada semua pihak (terutama sektor informal) akan bahaya penanganan e-waste yang tidak terkontrol. - Pengelolaan limbah B3 dari Kegiatan elektronik dapat dilakukan sendiri atau diberikan kepada pihak ketiga yang telah mendapatkan izin dari KLH",te_5,20.33333333
-mendaur ulang sampah elektronik -bakar sampah elektronik yang bisa di bakar -di olah Dengan benar,te_5,29.33333333
- mendaur ulang Sampah. - memanfaatkan Sebagai bahan yg lebih penting,te_5,21.66666667
didaur ulang ,te_5,11.33333333
"Penjualan barang elektronik yang terus melonjak hingga satu dekade mendatang diperkirakan akan terjadi di negara-negara berkembang dalam 10 tahun ke depan. Meningkatnya penjualan, tentu saja berdampak pada penumpukan sampah elektronik yang membahayakan lingkungan dan kesehatan manusia. ",te_5,22.33333333
daur ulang dimanfaatkan menjadi benda yang bermanfaat ,te_5,25.33333333
menggunakan barang secara bijak. ,te_5,13.33333333
"delete, bokir ,tidak usah buat ",te_5,0.666666667
"Menghapus sampah elektronik, memblokir sampah elektronik, tidak membuat sampah elektronik. ",te_5,21
"Hapus,Blokir, ",te_5,1
di daur ulang di daur ulang di daur ulang ,te_5,10.66666667
- disimpan - di daur ulang - dijadikan pajangan,te_5,12.33333333
"menggunakan antivirus , melakukan pembersihan data yang tidak penting ",te_5,6.666666667
melakukan pembersihan secara berkala. memiliki aplikasi penghapus spam. tidak menginstall hal hal yang tidak diperlukan ,te_5,7.666666667
"daur ulang menjadi produk baru, dilebur, dijadikan bahan campuran ",te_5,20
"Memisahkan antara sampah basah, sampah kering dan sampah elektronik meningkatkan kreatifitas dengan mengelola sampah elektronik jangan membuang sampah lektronik sembarangan ",te_5,43.33333333
mendaur ulang. memisahkan bahan-bahan yang berbahaya dan beracun atau B3 ,te_5,32.66666667
di lenyapkan ,te_5,1
-tingkatkan keamanan -perbaiki sistem secara berkala -bersihkan virus,te_5,6.666666667
"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. ",te_6,86.66666667
"merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,86.66666667
memori penyimapan ,te_6,5
"Merupakan memory yang datanya dapat ditulis serta dihapus, tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,86.66666667
memori jangka pendek ,te_6,6.666666667
"Merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,86.66666667
volatile memory adalah memory yang berisi data dan dapat ditulis maupun dihapus kembali ,te_6,70
"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. ",te_6,86.66666667
"Volatile, bertentangan dengan memori non-volatile , adalah memori komputer yang membutuhkan kekuatan untuk mempertahankan informasi yang tersimpan; mempertahankan isinya sementara bertenaga pada tetapi ketika listrik terganggu data yang disimpan hilang sangat cepat atau segera. Volatile memiliki beberapa kegunaan, misalnya sebagai memori utama . Selain biasanya menjadi lebih cepat dari bentuk penyimpanan massal seperti hard disk drive yang , volatilitas dapat melindungi informasi sensitif seperti itu menjadi tidak tersedia pada kekuasaan-down. Sebagian besar tujuan umum random-access memory (RAM) adalah stabil. ",te_6,50
"merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,86.66666667
"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. contohnya RAM ",te_6,84
memory yang datanya dapat ditulis dan dihapus ,te_6,45
"Memori yang datanya sudah diisi oleh pembuat chip memori, artinya user meminta kepada pabrik pembuat memori agar diisi sesuai dengan keinginannya. ",te_6,21.66666667
"Volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,86.66666667
"memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power dalam kondisi off, serta membutuhkan satu daya dalam mempertahankan memory ",te_6,86.66666667
"merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory ",te_6,86.66666667
"Volatile merupakan memory yang datanya dapat ditulis serta dihapus, tetapi akan hilang jika tidak ada aliran listrik (kondisi mati/off) dan membutuhkan daya untuk mempertahankan memory. ",te_6,92.66666667
"merupakan memory yang datanya dapat ditulis dan dihapus, tetapi dapat hilang saat kondisi power off ",te_6,73.33333333
"Volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,86.66666667
memory jangka pendek ,te_6,11
Pengertian topologi jaringan komputer adalah suatu cara atau konsep untuk menghubungkan beberapa atau banyak komputer sekaligus menjadi suatu jaringan yang saling terkoneksi. ,te_6,1
Merupakan memori yang akan hilang datanya keika arus listrik dipadamkan ,te_6,30
"adalah data yang datanya dapat ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya ",te_6,84
"volatile memory adalah penyimpanan memory sementara, yang mudah hilang ",te_6,53.33333333
memory yang datanya bisa di tulis dan di hapus ,te_6,41.66666667
volatile memory adalah memory yang datanya tidak dapat dihapus / ditulis kembali sehingga hanya bisa dibaca saja. ,te_6,50
Memory yang dapat dihapus. ,te_6,26.66666667
volatile ialah memori sementara yang hilang apabila listrik mati atau komputer dimatikan. contohnya RAM ,te_6,45
memory datanya yang dapat dihapus dan ditulis ,te_6,45
"memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. ",te_6,86.66666667
- ,te_6,1
memory yang dapat bertambah ketika di butuhkan ,te_6,8.333333333
"Memory volatile adalah memori yang datanya dapat ditulis atau dihapus, dan data akan hilang ketika tidak mendapat power / daya. Memory jenis ini hanya untuk penyimpanan data sementara saja, bukan untuk jangka waktu yang lama. Contoh dari memory volatile adalah RAM (Random Access Memory) digunakan sebagai memori utama untuk menyimpan program-program atau data-data yang sedang digunakan atau diperlukan oleh CPU saat dibutuhkan saja (sementara). ",te_6,73.33333333
"Volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. Contohnya adalah RAM ",te_6,85
Volatile = sementara Memory = Ingatan jadi Ingatan Sementara ,te_6,25
"Volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,91
"merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,86.66666667
"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. ",te_6,88
"volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,86.66666667
memory tambahan ,te_6,6.666666667
valatile memory tempat penyimpana data volatile ,te_6,28.33333333
Volatile memory adalah tempat penyimpanan data volatile. ,te_6,27.33333333
tempat untuk menyimpan data volatile ,te_6,26.66666667
"Volatile memory, contrary to non-volatile memory, is computer memory that requires power to maintain the stored information ",te_6,10
merupakan memory yang datanya dapat ditulis serta dihapus tetapi akan hilang ,te_6,46.66666667
"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory ",te_6,86.66666667
memory yang digunakan untuk penyimpanan sementara ,te_6,28.33333333
"-Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya Dalam mempertahankan memory.",te_6,88
"merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,86.66666667
"merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,86.66666667
memory yang digunakan untuk menyimpan data ,te_6,23.33333333
volatile memory adalah memory sementara untuk menjalankan komputer. hal ini untuk menyeimbangkan antara RAM dan processor ,te_6,45
"LCD (Liquid Cristal Display), CPU (Central Processing Unit), GPS (Global Positioning System) ",te_7,94
"liquid crystal display, central processing unit, global position system ",te_7,81.66666667
"liquid crystal display, central prosesor unit, global position system ",te_7,81.66666667
LCD = Liquid Crystal Display. CPU = Control Processing Unit. GPS = Global Positioning System. ,te_7,94
LCD = liquid crystal display CPU=Central personal unit ,te_7,69.33333333
"Liquid Crystal Display, Central Processing Unit, Global Positioning System. ",te_7,87
"Liquid Crystal Display, Central Processing Unit, Global Positioning System ",te_7,87
LCD = liquid crystal display CPU = central processing unit GPS = Global Positioning System ,te_7,100
CPU -Central Processing Unit LCD - Liquid Crystal Display GPS -Global Positioning System ,te_7,100
LCD Liquid Crystal Display Central Processing Unit GPS Global Positioning System ,te_7,92.33333333
"kepanjangan LCD adalah Liquid Crystal Display, kepanjangan CPU adalah Central Processing Unit, kepanjangan GPS adalah Global Positioning System ",te_7,88.66666667
"liquid-crystal display,pronounced as separate letters,The Global Positioning System ",te_7,55.66666667
"liquid crystal display, central processor unit, global positioning system. ",te_7,77
LCD : Liquid Crystal Display CPU : Central Processing Unit GPS : Global Positioning System ,te_7,100
"LCD lead cristal display , CPU central processor unit ",te_7,43.66666667
"LCD = Liquid Cristal Display, CPU = Central Processing Unit, GPS = Global Place System ",te_7,78
"-LCD,yaitu Liquid Crystal Display -CPU,yaitu Central Processing Unit -GPS yaitu Global Positioning System",te_7,100
"liquid crystal display, central processing unit, global positioning system ",te_7,89.66666667
- LCD (Liquid Crystal Display) - CPU (centrak process Unit) -GPS (Global Positioning System),te_7,78
liquid central display ,te_7,23
LCD: Liquid Crystal Display. CPU: Central Personal Unit. GPS: Global Positioning System. ,te_7,87.33333333
LCD (Liquid Crystal Display) CPU (Central Processing Unit) GPS (Global Positioning System) ,te_7,100
-LCD adalah Liquid Crystal Display -CPU adalah Central Processing Unit -GPS adalah Global Positioning System,te_7,100
LCD adalah Liquid Crystal Disply CPU adalah Central Procesing Unit GPS adlah Global Positiioning System ,te_7,87
"LCD : liquid crystal dysplay, CPU : Central processing unit, GPS : global position system ",te_7,89.66666667
LCD : liquid crystal display. CPU : central processing unit. GPS : global position system. ,te_7,92.33333333
"LCD Liquid Crystal Display, CPu Central Processing Unit, GPS Graphical Position Satellite. ",te_7,75.33333333
-LCD Liquid Crystal display. -CPU Central Processing unit. -GPS Global Positioning system.,te_7,100
- LCD : Liquid Crystal Display - CPU : Central Prosesing Unit,te_7,69.33333333
- LCD (Liquid Cristal Display) - CPU (Central Processing Unit) - GPS (Global Positioning System),te_7,94
GPS = Global Positioning System ,te_7,32
"LCD (Limited Crystal Diode), CPU(Central Processing Unit), GPS(Global ) ",te_7,45
"GPU atau sering juga disebut VGA adalah saalah satu hardware pendukung bagi para desainer dan gamer yang memang kebutuhan grafisnya lebih berat daripada VGA Onboard yang sudah ada dari Mainboard. GPU kepanjangan dari Graphic Processing Unit. Singkatan GPU dan CPU memang tidak jauh berbeda, fungsi utama dari GPU itu sendiri memang di khususkan untuk mem-proses penggunaan grafik yang memang berat dan VGA Onboard tidak sanggup untuk menjalankan kebutuhan grafik tinggi tersebut, namun bukan berarti VGA Onboard sekarang tidak cukup untuk menjalakan beberapa penggunaan grafis grafik sebatas 3D biasa, CPU kepanjangannya adalah Central Processing Unit. CPU bertanggung jawab untuk melakukan semua dari perhitungan matematika yang diperlukan oleh komputer agar dapat berfungsi dengan baik. Dikarenakan komputer tidak dapat berfungsi tanpa CPU (yang mungkin juga disebut sebagai central processor atau hanya prosesor saja), tidak jarang terdengar orang merujuk ke CPU sebagai ""otak"" dari sebuah komputer, GPS atau Global Positioning System dalam pengertian sederhana adalah salah satu sistem yang akan membantu kita untuk mengetahui posisi kita berada saat ini. GPS bekerja dengan menstransmisikan sinyal dari satelit ke perangkat GPS (handphone atau Blackberry yang dilengkapi teknologi GPS misalnya). Untuk memperoleh detil posisi yang seakurat mungkin, GPS sebaiknya digunakan di ruang terbuka Penggunaan GPS di dalam ruangan, hutan ataupun di tempat yang banyak gedung-gedung tinggi, akan membuat GPS bekerja kurang akurat ",te_7,25
- LCD adalah Liquid Crystal Display - CPU adalah Central Processing Unit - GPS adalah Global Positioning System,te_7,100
-LCD (Liquid Crsytal Display) -CPU (Control Processing Unit) -GPS (Global Positioning System),te_7,94
- LCD Liquid Crystal Display - CPU Central Processing Unit - GPS Global Positioning System,te_7,100
-LCD Liquid Crystal Display -CPU Central Processing Unit -GPS Global Positioning System,te_7,100
LCD adalah Liquid Crystal Display CPU adalah Central Processing Unit GPS adalah Global Positioning Dustem ,te_7,90.66666667
lcd adalah Liquid Crystal Display cpu adalah Central Processing Unit gps adalah global positioning system ,te_7,100
"liquid control desktop, control prosesing unit, google prosesing satelit ",te_7,23
"LCD Luquid Control Desktop, CPU Control Prosessing Unit, GPS Google Procesor Satlite ",te_7,31
"LCD adalah Liquied Control Desktop, CPU adalah Control Processor Unit, GPS adalah Google Proyektor Satelit. ",te_7,28.33333333
LCD adalah liquied control dekstop Cpu adalah Control Processing Unit GPS adalah Genji Perfect Seiha ,te_7,32.66666667
LCD = liquid crystal display CPU = central processing unit GPS = Global Positioning System ,te_7,100
LCD : liquit Crystal display CPU : Central Processing Unit GPS : global positioning system ,te_7,100
"liquid crystal display , central processing unit , global positioning system ",te_7,87
LCD : liquid crystal display. CPU : central processing unit. GPS : Global positioning system ,te_7,100
- LCD = Liquid Crystal Display - CPU = Central Processing Unit - GPS = Global Positioning System,te_7,100
LCD adalah liquid crystal display CPU adalah Central Processing Unit GPS adalah Global Posessing Unit ,te_7,85.66666667
"CPU (Central Processing Unit), LCD: Liquid CRYSTAL Display, GPS = Global Positioning System ",te_7,100
haha ,te_7,1
-LCD adalah licuid Display -CPU adalah centar Processing Unit -GPS adalah Global position System,te_7,52.66666667
"Cupcake, Donat, Eclair, Froyo, Gingerbread, Honeycomb, Ice Cream Sandwich, Jelly Bean, Kitkat, Lollipop dan Marshmallow ",te_8,88
"cupcake,doughnat, eclair, froyo, gingerbread, honeycomb, ice cream sandwich, jelly bean. kitkat, lollipop, marshmellow ",te_8,84.66666667
"donut,eclair,froyo,gingerbread,honeycomb,ice cream sandwitch, jelly bean,kitkat ",te_8,86
"Cupkace, Donut, Eclair, Froyo, Gingerbread, Honeycomb, Ice Cream Sandwich, Jelly Bean, Kit Kat, Marshmallow. ",te_8,84
"gingerbread , ice cream sandwich ",te_8,28.33333333
"Cupcake,Donut,Eclair ,Froyo, Gingerbread, Honeycomb , Ice Cream Sandwich , Jelly Bean ,KitKat,Lolipop. ",te_8,91
"cupcake, donut, eclair, froyo, gingerbread, honeycomb, ice cream Sandwich, jelly bean, kitkat, lollipop, Marshmallow ",te_8,91.33333333
-Cupcake -Donut -Eclair -Froyo -Gingerbread -Honeycomb -Ice Cream Sandwich -Jelly Bean -KitKat,te_8,87.66666667
1. Android versi 1.0 (Astro) 2. Android versi 1.1 (Bender) 3. Android versi 1.5 (Cupcake) 4. Android versi 1.6 (Donut) 5. Android versi 2.0/2.1 (Eclair) 6. Android versi 2.2 (Froyo: Frozen Yoghurt) 7. Android versi 2.3 (Gingerbread) 8. Android versi 3.0/3.1 (Honeycomb) 9. Android versi 4.0 (ICS: Ice Cream Sandwich) 10. Android versi 4.1 (Jelly Bean) 11. Android versi 4.4 (KitKat) 12. Android L 5.0 ,te_8,71.66666667
"2.3 Android Cupcake, Android Donut, Android Eclair, Android Eclair, Android Froyo, Android Gingerbread, Android Honeycomb, Android Ice Cream Sandwich, Android Jelly Bean, Android KitKat, Android Lollipop, Android Marshmallow ",te_8,80
"Cupcake,Donut,Eclair,Froyo,Gingerbread,Honetcome,ICS,Jelly Bean,KitKat,Lolipop,Marsmallow ",te_8,81.66666667
"Cupcake (1.5), Donut (1.6), Eclair (2.0–2.1), Froyo (2.2–2.2.3), Gingerbread (2.3–2.3.7), Honeycomb (3.0–3.2.6), Ice Cream Sandwich (4.0–4.0.4), Jelly Bean (4.1–4.3), KitKat (4.4+), dan lolypop (5.0). ",te_8,76.66666667
"yakni Cupcake (1.5), Donut (1.6), Eclair (2.0–2.1), Froyo (2.2–2.2.3), Gingerbread (2.3–2.3.7), Honeycomb (3.0–3.2.6), Ice Cream Sandwich (4.0–4.0.4), Jelly Bean (4.1–4.3), dan KitKat (4.4+), Android Lollipop 5.0, ",te_8,76.66666667
"Donut , eclair , froyo , gingerbread , honeycomb , icecream sandwich , jellybean , kitkat , lollipop , marsmallow ",te_8,88
"Cupcakes, Donuts, Eclair, Froyo, Gingerbread, Honeycomb, Ice cream sandwich, Jelly Bean, KitKat, Lollipop, Marshmallow ",te_8,90.66666667
"Cupcake,Donat,Eclare,Foyo,Gingerbread,Honeycomb,IcecreamSandwich,Jellybean,Kitkat,Lolipop,Marshmallow ",te_8,87.33333333
"donut, eclair, froyo, gingerbread, honeycomb, ice cream sandwich, jelly bean, kitkat ",te_8,83
"- Donut, - eclair - ginggerbread - honeycomb - icecream sandwich - jellybean - kitkat - lollipop - marsmallow ",te_8,68
"jelly beans, lollypoop ",te_8,10
cupcake. gingerbread. jellybean. kitkat. lolipop. marshmellow. ,te_8,31.66666667
- Android Cupcake - Android Donut - Android Eclair - Android Froyo - Android Jellybean,te_8,45
-Cupcake -Donut -Eclair -Froyo -Gingerbread -Honeycomb -Ice Cream Sandwich -Jelly Bean -KitKat,te_8,87.66666667
"cupcake, donut, eclair, froyo, gingerbread, honeycomb, ice cream sendwich, jelly bean, kitkat, lollipop, marsmellow ",te_8,91.33333333
cupcake - doughnut - eclair - froyo - gingerbread - honeycomb - ice cream sandwich - jellybean - kitkat - lollipop - marshmallow. ,te_8,85
"Android, Beta, Centa, Delta, Entiti ,Fair ,Game ,Have ,Int ,Juanda, Kitkat, Lolipop. ",te_8,12.33333333
"cupcake, donut, eclair, froyo, gingerbread,honeycomb, ice cream sandwich, jellybean, KitKat, lollipop, marshmellow, nuttelo. ",te_8,88
- Cupcake - Donut - Friyo - Ginger Bread - Ice Creamsinwich - Jelly Bean - KitKat - Lolipop - Marsmallow - Nutella,te_8,75.33333333
- Donut (1.6) - Eclair (2.0–2.1) - Froyo (2.2–2.2.3) - Gingerbread (2.3–2.3.7) - Honeycomb (3.0–3.2.6) - Ice Cream Sandwich (4.0–4.0.4) - Jelly Bean (4.1–4.3) - KitKat (4.4+). ,te_8,66.66666667
cupcake donut eclair froyo ginger bread honeycamb ice cream sandwich jelly bean kit kat lollipop marshmallow ,te_8,88.66666667
"jelly bean, kit-kat ",te_8,19.33333333
"Android Beta, Android 1.1 (Bender), Android 1.5 Cupcake, Android 1.6 Donut, Android 2.0/2.1 Encla, Android 2.3 Gingerbread, Android 2.2 Frozen Yoghurt (Froyo), Android 3.0/3.1 Honeycomb, Android 4.0 Ice Cream Sandwich, ",te_8,43.33333333
- Donut (Androidversi 1.6) - Eclair (Android versi 2.0 - 2.1) - Froyo (Android versi 2.2 - 2.2.3) - Gingerbread (Android versi 2.3 - 2.4) - Honeycomb (Android versi 3.0 - 3.2) - Ice Cream Sandwich (Android versi 4.0) - Jelly Bean (Android versi 4.1 - 4.3),te_8,55
"Cupcake , Donut, Eclair, Froyo, Gingerbread, Honeycomb, Ice Cream Sandwich, Jelly Bean, dan KitKat. ",te_8,87.66666667
- Cupcake (Android versi 1.2 - 1.5) - Donut (Androidversi 1.6) - Eclair (Android versi 2.0 - 2.1) - Froyo (Android versi 2.2 - 2.2.3) - Gingerbread (Android versi 2.3 - 2.4) - Honeycomb (Android versi 3.0 - 3.2) - Ice Cream Sandwich (Android versi 4.0) - ,te_8,53.33333333
"Cupcake (1.5), Donut (1.6), Eclair (2.0–2.1), Froyo (2.2–2.2.3), Gingerbread (2.3–2.3.7), Honeycomb (3.0–3.2.6), Ice Cream Sandwich (4.0–4.0.4), Jelly Bean (4.1–4.3), dan KitKat (4.4+), Lollipop 5.0 ",te_8,71.66666667
"Cupcake, Donut), Eclair, Froyo, Gingerbread), Honeycomb, Ice Cream Sandwich, Jelly Bean, KitKat, Lollipop, Marsmellow ",te_8,91.33333333
"Cupcake, Donut, Eclair , Froyo, Gingerbread, Honeycomb, Ice Cream Sandwich, Jelly Bean, dan KitKat ",te_8,87.66666667
"ice cream, jelly bean, gingerbread ",te_8,30
"Cupcake,donat,eclaire,froyo,gingabeard,honeycomb,ice cream sandwich,jellybeans,kitkat,lolipop,,martabak ",te_8,76.33333333
"Android donat, ecliyer, froyo, gingabread, ice cream sandwith, jellybean, kitkat, lolypop, marshmallo ",te_8,55.66666667
"Donut, Eclaire, Froyo, GinggerBread, HoneyComb, Ice Cream Sandwich, JellyBean, KitKat, Lollipop, Marshmallow ",te_8,90.33333333
Android 1.5 Cupcake (API level 3) Android 1.6 Donut (API level 4) Android 2.0 Eclair (API level 5) Android 2.0.1 Eclair (API level 6) Android 2.1 Eclair (API level 7) Android 2.2–2.2.3 Froyo (API level 8) Android 2.3–2.3.2 Gingerbread (API level 9) Android 2.3.3–2.3.7 Gingerbread (API level 10) Android 3.0 Honeycomb (API level 11) Android 3.1 Honeycomb (API level 12) Android 3.2 Honeycomb (API level 13) Android 4.0–4.0.2 Ice Cream Sandwich (API level 14) Android 4.0.3–4.0.4 Ice Cream Sandwich (API level 15) Android 4.1 Jelly Bean (API level 16) Android 4.2 Jelly Bean (API level 17) Android 4.3 Jelly Bean (API level 18) Android 4.4 KitKat (API level 19) Android 5.0 Lollipop (API level 21) Android 6.0 Marshmallow (API level 22) ,te_8,70
android cupcake versi curve ,te_8,7.333333333
"Android versi 1.0 (Astro) , Android versi 1.1 (Bender) , Android versi 1.5 (Cupcake) , Android versi 2.3 (Gingerbread) , Android versi 4.0 (ICS: Ice Cream Sandwich) , Android versi 4.1 (Jelly Bean) , Android versi 4.4 (KitKat) ",te_8,43.33333333
"donut, eclair, froyo, gingerbread, honeycomb, ice cream sandwich, jelly bean, kit kat, lollipop, marshmallow ",te_8,84.33333333
"Cupcake (1.5), Donut (1.6), Eclair (2.0–2.1), Froyo (2.2–2.2.3), Gingerbread (2.3–2.3.7), Honeycomb (3.0–3.2.6), Ice Cream Sandwich (4.0–4.0.4), Jelly Bean (4.1–4.3), dan KitKat (4.4+) ",te_8,66.66666667
"Cupcake, Donut, Eclair, Froyo, Gingerbread, honeycomb, Ice Cream Sandwich, Jellybean, Kitkat, Marshmallow ",te_8,88
"donut, Eclair, froyo, Gingerbread, Honeycomb, ice cream sandwich, jelly bean, kitkat, lollipop,Marshmallow ",te_8,88
android cupcake ,te_8,10
-ics -Jellybean -KitKat -lilipop -mashmellow,te_8,28
"Topologi adalah cara stasiun atau host (node) saling dihubungkan. beberpa jenis topologi Jaringan lan yang ada dan sering di terapkan yaitu Point-to-point, Bus (Multipoint), Ring, Star, dan Tree. ",te_9,45
"Pengertian Topologi jaringan adalah bagian yang menjelaskan hubungan antar komputer yang di bangun berdasarkan kegunaan, keterbatasan resource dan keterbatasan biaya, berarti topologi-topologi jaringan yang ada bisa disesuaikan dengan keadaan di lapangan. Contoh Topologi Bus, Star, token ring, tree, ",te_9,45
"topologi jaringan komputer. topologi bus,topologi ring, topologi star ",te_9,45
LAN (Local Are Network) menghubungkan satu komputer dengan komputer lainnya yang berada dalam satu wilayah jaringan. 1. Topologi Bus. 2. Topologi Star. 3. Topologi Tree. ,te_9,56.66666667
jaringan dengan kabel ,te_9,11
"Pada topologi ring setiap komputer di hubungkan dengan komputer lain dan seterusnya sampai kembali lagi ke komputer pertama, dan membentuk lingkaran sehingga disebut ring, topologi ini berkomunikasi menggunakan data token untuk mengontrol hak akses komputer untuk menerima data, misalnya komputer 1 akan mengirim file ke komputer 4, maka data akan melewati komputer 2 dan 3 sampai di terima oleh komputer 4. ",te_9,32.66666667
"topologi jaringan LAN cara stasiun atau host dihubungkan. contohnya adalah topologi Point to Point, topologi bus, topologi star dan topologi ring ",te_9,46.66666667
