Jawaban_Mahasiswa,Kode_Jawaban_Dosen,Nilai_Human_Rated,Nilai_Huruf
"Cupcake (1.5), Donut (1.6), Eclair (2.0–2.1), Froyo (2.2–2.2.3), Gingerbread (2.3–2.3.7), Honeycomb (3.0–3.2.6), Ice Cream Sandwich (4.0–4.0.4), Jelly Bean (4.1–4.3), KitKat (4.4+), dan lolypop (5.0). ",te_8,77,B
"yakni Cupcake (1.5), Donut (1.6), Eclair (2.0–2.1), Froyo (2.2–2.2.3), Gingerbread (2.3–2.3.7), Honeycomb (3.0–3.2.6), Ice Cream Sandwich (4.0–4.0.4), Jelly Bean (4.1–4.3), dan KitKat (4.4+), Android Lollipop 5.0, ",te_8,77,B
"- Donut, - eclair - ginggerbread - honeycomb - icecream sandwich - jellybean - kitkat - lollipop - marsmallow ",te_8,68,B
- Cupcake - Donut - Friyo - Ginger Bread - Ice Creamsinwich - Jelly Bean - KitKat - Lolipop - Marsmallow - Nutella,te_8,75,B
- Donut (1.6) - Eclair (2.0–2.1) - Froyo (2.2–2.2.3) - Gingerbread (2.3–2.3.7) - Honeycomb (3.0–3.2.6) - Ice Cream Sandwich (4.0–4.0.4) - Jelly Bean (4.1–4.3) - KitKat (4.4+). ,te_8,67,B
"Cupcake (1.5), Donut (1.6), Eclair (2.0–2.1), Froyo (2.2–2.2.3), Gingerbread (2.3–2.3.7), Honeycomb (3.0–3.2.6), Ice Cream Sandwich (4.0–4.0.4), Jelly Bean (4.1–4.3), dan KitKat (4.4+), Lollipop 5.0 ",te_8,72,B
"Cupcake,donat,eclaire,froyo,gingabeard,honeycomb,ice cream sandwich,jellybeans,kitkat,lolipop,,martabak ",te_8,76,B
- Android Cupcake - Android Donut - Android Eclair - Android Froyo - Android Jellybean,te_8,45,C
"Android Beta, Android 1.1 (Bender), Android 1.5 Cupcake, Android 1.6 Donut, Android 2.0/2.1 Encla, Android 2.3 Gingerbread, Android 2.2 Frozen Yoghurt (Froyo), Android 3.0/3.1 Honeycomb, Android 4.0 Ice Cream Sandwich, ",te_8,43,C
- Donut (Androidversi 1.6) - Eclair (Android versi 2.0 - 2.1) - Froyo (Android versi 2.2 - 2.2.3) - Gingerbread (Android versi 2.3 - 2.4) - Honeycomb (Android versi 3.0 - 3.2) - Ice Cream Sandwich (Android versi 4.0) - Jelly Bean (Android versi 4.1 - 4.3),te_8,55,C
- Cupcake (Android versi 1.2 - 1.5) - Donut (Androidversi 1.6) - Eclair (Android versi 2.0 - 2.1) - Froyo (Android versi 2.2 - 2.2.3) - Gingerbread (Android versi 2.3 - 2.4) - Honeycomb (Android versi 3.0 - 3.2) - Ice Cream Sandwich (Android versi 4.0) - ,te_8,53,C
"Android donat, ecliyer, froyo, gingabread, ice cream sandwith, jellybean, kitkat, lolypop, marshmallo ",te_8,56,C
"gingerbread , ice cream sandwich ",te_8,28,D
cupcake. gingerbread. jellybean. kitkat. lolipop. marshmellow. ,te_8,32,D
"ice cream, jelly bean, gingerbread ",te_8,30,D
-ics -Jellybean -KitKat -lilipop -mashmellow,te_8,28,D
"jelly beans, lollypoop ",te_8,10,E
"Android, Beta, Centa, Delta, Entiti ,Fair ,Game ,Have ,Int ,Juanda, Kitkat, Lolipop. ",te_8,12,E
"jelly bean, kit-kat ",te_8,19,E
android cupcake versi curve ,te_8,7,E
"Topologi adalah cara stasiun atau host (node) saling dihubungkan. beberpa jenis topologi Jaringan lan yang ada dan sering di terapkan yaitu Point-to-point, Bus (Multipoint), Ring, Star, dan Tree. ",te_9,45,C
"Pengertian Topologi jaringan adalah bagian yang menjelaskan hubungan antar komputer yang di bangun berdasarkan kegunaan, keterbatasan resource dan keterbatasan biaya, berarti topologi-topologi jaringan yang ada bisa disesuaikan dengan keadaan di lapangan. Contoh Topologi Bus, Star, token ring, tree, ",te_9,45,C
"topologi jaringan komputer. topologi bus,topologi ring, topologi star ",te_9,45,C
LAN (Local Are Network) menghubungkan satu komputer dengan komputer lainnya yang berada dalam satu wilayah jaringan. 1. Topologi Bus. 2. Topologi Star. 3. Topologi Tree. ,te_9,57,C
"topologi jaringan LAN cara stasiun atau host dihubungkan. contohnya adalah topologi Point to Point, topologi bus, topologi star dan topologi ring ",te_9,47,C
"Topologi Point-to-point Setiap stasiun atau host dihubungkan secara langsung dengan host lain. Setiap host mempunyai kedudukan yang sama sehingga LAN tidak tergantung pada salah satu host. Pada dasarnya hubungan antar stasiun hanya diketahui oleh stasiun yang bersangkutan Topologi Bus (Multipoint) LAN ini merupakan jaringan broadcast karena informasi dikirimkan melalui medium transmisi ke semua stasiun yang tersambung pada medium ini. Setiap stasiun saling dihubungkan melalui suatu medium yang dipergunakan bersama yang dapat berupa kabel, serat optik ataupun gelombang elektromaknetik.. Interface untuk node disambungkan ke medium ini. Tiap-tiap node akan memeriksa address dari informasi yang dikirimkan untuk menentukan siapa penerimanya. LAN juga tidak tergantung pada salah satu node karena kendalinya tersebar (distributed). Keuntungan: jumlah node dapat ditambahkan atau dikurangi tanpa mengganggu operasi yang telah ada. Kerugiannya: kalau tingkat lalu-lintas tinggi dapat terjadi kongesti. Contoh yang terkenal Ethernet. Topologi Ring semua node saling dihubungkan dalam bentuk lingkaran (ring). Informasi berjalan dalam saluran transmisi secara searah (unidirectional), sehingga data beredar di dalam lingkaran. Informasi berjalan dari satu node ke node yang lain. Informasi disalurkan dalam bentuk paket. Tiap paket mengandung alamat sumber dan tujuan. Paket yang diterima oleh satu stasiun akan diperiksa alamatnya, bilamana bukan untuknya paket akan diberikan kepada stasiun berikutnya demikian seterusnya sehingga tiba di tempat tujuan. Paket ini kemudian akan beredar sampai kembali ke sumber dan kemudian dikeluarkan dari peredaran. Paket harus dibuang untuk menghindari beredarnya tanpa batas dalam ring tersebut. Paket juga dapat dibuang oleh stasiun yang dituju. Pembuangan paket oleh sumber lebih disukai karena memungkinkan konfirmasi otomatis .Setiap node di dalam LAN ini akan saling bergantungan. Bila satu node terganggu, maka seluruh LAN akan terganggu, akan tetapi sekarang telah ada teknik untuk mengatasi masalah ini yaitu dengan cara melepaskan node yang tidak bekerja dari LAN tersebut dan menggantikannya dengan node yang berdekatan. Teknik ini memerlukan peralatan yang lebih rumit. Tiap node yang ada pada ring mempunyai repeater (transceiver) yang melakukan tugas tersebut di atas. LAN dengan topologi ini mempunyai keuntungan yaitu data rate tinggi dan dapat melayani lalu lintas yang intensitasnya tinggi serta sambungan point to point membuat transmission error diperkecil. Kerugian topologi ini antara lain sukar menambah atau mengurangi node kerusakan pada media transmisi dapat menghentikan seluruh operasi. Media transmisi yang dipakai dapat berupa twisted pair, kabel koaksial dan serat optik. Topologi Star Stasiun yang tersambung pada jaringan umumnya tidak langsung berhubungan dengan stasiun lain tetapi harus menyalurkannya melalui suatu pusat Stasiun pusat ini seringkali berupa sebuah switch . Semua jalur komunikasi tersambung ke satu titik pusat. Topologi Tree Tidak semua node mempunyai kedudukan yang sama. Node yang kedudukannya lebih tinggi ""menguasai"" node dibawahnya. Jaringan sangat tergantung pada node tertentu terutama pada node yang kedudukannya tertinggi. Karena itu juga dapat disebut sebagai ""hierachical topology"", sedang yang lainnya kedudukan semua node sama disebut sebagai ""peer topology"". ",te_9,45,C
"Topologi Ring Pada topologi ring setiap komputer di hubungkan dengan komputer lain dan seterusnya sampai kembali lagi ke komputer pertama, dan membentuk lingkaran sehingga disebut ring, topologi ini berkomunikasi menggunakan data token untuk mengontrol hak akses komputer untuk menerima data, misalnya komputer 1 akan mengirim file ke komputer 4, maka data akan melewati komputer 2 dan 3 sampai di terima oleh komputer 4, jadi sebuah komputer akan melanjutkan pengiriman data jika yang dituju bukan IP Address dia. topologi jaringan komputer Kelebihan dari topologi jaringan komputer ring adalah pada kemudahan dalam proses pemasangan dan instalasi, penggunaan jumlah kabel lan yang sedikit sehingga akan menghemat biaya. Kekurangan paling fatal dari topologi ini adalah, jika salah satu komputer ataupun kabel nya bermasalah, maka pengiriman data akan terganggu bahkan error. ",te_9,42,C
Topologi jaringan sendiri merupakan suatu bentuk/ struktur jaringan yang menghubungkan antar komputer satu dengan yang lain dengan menggunakan media kabel maupun nirkabel. 1. topologi bus 2. topologi star 3. topologi tree ,te_9,52,C
"topologi jaringan komputer adalah suatu cara atau konsep untuk menghubungkan beberapa atau banyak komputer sekaligus menjadi suatu jaringan yang saling terkoneksi. contoh topologi star, topologin bus, topologi mesh, topologi tree ",te_9,52,C
"jaringan yang menggunakan kabel ftp atau utp. topologi star, topologi bus, dan topologi tree ",te_9,46,C
"LAN adalah Local Area Network, 1. Topologi Bus 2. Topologi Star 3. Topologi RIng ",te_9,49,C
-Topologi adalah suatu cara atau konsep untuk menghubungkan beberapa atau banyak komputer sekaligus menjadi suatu jaringan yang saling terkoneksi. -Topologi star. -Topolog mesh. -Topologi ring.,te_9,51,C
Pengertian topologi jaringan komputer adalah suatu cara atau konsep untuk menghubungkan beberapa atau banyak komputer sekaligus menjadi suatu jaringan yang saling terkoneksi - Topologi Ring - Topologi Bus - Topologi Star ,te_9,52,C
Pengertian topologi jaringan komputer adalah suatu cara atau konsep untuk menghubungkan beberapa atau banyak komputer sekaligus menjadi suatu jaringan yang saling terkoneksi. contohnya: topologi star. topologi bus. topologi tree. ,te_9,55,C
Topologi jaringan LAN (LOCAL Area Network) adalah topologi jaringan bertingkat contoh - Topologi Bus - Topologi Ring - Topologi star ,te_9,52,C
LAN adalah Local Area Network merupakan sebuah node yang saling terhubung dan memanfaatkan beberapa jenis topologi yang ada. contohnya: -point to point -bus -ring ,te_9,49,C
"Topologi LAN adalah topologi untuk desain jaringan contohnya adalah -topologi mesh, -topologi tree, -topologi star, -topologi bus ",te_9,46,C
"topologi LAN adalah topologi pada jaringan komputer yang menggunakan media kabel sebagai jalur transmisinya. contoh : star, bus, ring, mesh, hybird. ",te_9,45,C
"Topoligi LAN adalah topologi jaringan Local atau Local Area Network, topologi tersebut digunakan untuk network kecil seperti di rumah, kos, warung kopi ,dll yang kecil. Contoh topologi adalah Star, Mesh, Tree, Bus, Ring. ",te_9,55,C
"LAN ialah jaringan lokal, penghubung antar pc dalam skala dan jangkauan yang kecil. contoh ( topologi ring, bus, star.) ",te_9,43,C
"- Topologi jaringan suatu konsep untuk menghubungkan lokal ke komputer satu ke komputer yang Lain Contoh : Topologi Bus, Topologi Ring, Topologi Star",te_9,48,C
"Lan adalah local area network adalah topologi jaringan yang memiliki lingkup lokal. Contoh star, bus, tree ",te_9,49,C
"LAN adalah Local Area Network, bus , ring, star, mesh ",te_9,43,C
"LAN adalah Local Area Network. bus, ring, mesh, star. ",te_9,43,C
"Pengertian Topologi jaringan adalah bagian yang menjelaskan hubungan antar komputer yang di bangun berdasarkan kegunaan, keterbatasan resource dan keterbatasan biaya, berarti topologi-topologi jaringan yang ada bisa disesuaikan dengan keadaan di lapangan. Topologi jaringan ada beberapa bentuk sebagai berikut: - Topologi Bus - Topologi Cincin - Topologi Token Ring - Topologi Bintang - Topologi Pohon (tree) ",te_9,55,C
"Pengertian Topologi jaringan adalah bagian yang menjelaskan hubungan antar komputer yang di bangun berdasarkan kegunaan, keterbatasan resource dan keterbatasan biaya, berarti topologi-topologi jaringan yang ada bisa disesuaikan dengan keadaan di lapangan. - Topologi Bus - Topologi Cincin - Topologi Token Ring - Topologi Bintang - Topologi Pohon (tree) ",te_9,55,C
. Topologi adalah cara stasiun atau host (node) saling dihubungkan. - Topologi Point-to-point - Topologi Bus (Multipoint) - Topologi Ring ,te_9,57,C
"Pada topologi ring setiap komputer di hubungkan dengan komputer lain dan seterusnya sampai kembali lagi ke komputer pertama, dan membentuk lingkaran sehingga disebut ring, topologi ini berkomunikasi menggunakan data token untuk mengontrol hak akses komputer untuk menerima data, misalnya komputer 1 akan mengirim file ke komputer 4, maka data akan melewati komputer 2 dan 3 sampai di terima oleh komputer 4. ",te_9,33,D
"Tipologi star,Bus,Tree,Ring ",te_9,27,D
"jaringan yang mencakut dalam satu area , untuk gedung , untuk rumah , untuk pabrik ",te_9,20,D
jaringan Local Area Network adalah jaringan antar satu gedung ,te_9,24,D
"topologi point to point, topologi bus(multipoint), topologi ring, topologi star, topologi tree ",te_9,29,D
topologi lan adalah topologi pada jaringan komputer yang menggunakan media kabel sebagai jalur transmisinya ,te_9,25,D
"LAN merupakan network atau jaringan sejumlah sistem komputer yang lokasinya terbatas didalam satu gedung, satu kompleks gedung atau suatu kampus dan tidak menggunakan media fasilitas komunikasi umum seperti telepon, melainkan pemilik dan pengelola media komunikasinya adalah pemilik LAN itu sendiri. ",te_9,28,D
"local area network. star, ring, smesh ",te_9,30,D
"local area network, utp, udp, telnet ",te_9,22,D
"Topologi jaringan LAN (Local Area Network) adalah sebuah areal lokal jaringan dan contohnya UTP, UDP, Telnet, Ssh ",te_9,27,D
"Lan adalah Local Area Network contoh Utp,Udp,Telnet, SSH dan lain lain ",te_9,26,D
jaringan dengan kabel ,te_9,11,E
jaringan dengan kabel ,te_9,18,E
Topologi Star Gemini Sagitarius ,te_9,8,E
Baper ,te_9,0,E
- ,te_9,0,E
Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,te_10,63,B
Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,te_10,63,B
Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. Spesifiksi dari peralatan Bluetooth ini dikembangkan dan didistribusikan oleh kelompok Bluetooth Special Interest Group. ,te_10,70,B
"Bluetooth adalah suatu peralatan media komunikasi yang dapat digunakan untuk menghubungkan sebuah perangkat komunikasi dengan perangkat komunikasi lainnya, bluetooth umumnya digunakan di handphone, komputer atau pc, tablet, dan lain-lain. Fungsi bluetooth yaitu untuk mempermudah berbagi atau sharing file, audio, menggantikan penggunaan kabel dan lain-lain. Saat ini sudah banyak sekali perangkat yang menggunakan bluetooth. ",te_10,66,B
Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,te_10,52,C
Bluetooth adalah jaringan pribadi tanpa kabel. dapat dipakai untuk tukar-menukar informasi antar perangkat ,te_10,57,C
Bluetooth adalah teknologi nirkabel (tanpa kabel) yang dapat menyambungkan beberapa perangkat melalui gelombang radio frekuensi rendah. Bluetooth menggunakan gelombang radio yang omni direksional dan dapat menembus dinding. Jadi perangkat yang memiliki bluetooth pada area tertentu akan saling tersambung tanpa digabungkan dengan seutas kabel. Bluetooth menyediakan transfer data 720 Kbps dalam jarak 40 meter. ,te_10,53,C
Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,te_10,52,C
menghubungkan dan dapat dipakai untuk melakukan tukar menukar informasi di antara peralatan peralatan ,te_10,47,C
Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. Spesifiksi dari peralatan Bluetooth ini dikembangkan dan didistribusikan oleh kelompok Bluetooth Special Interest Group. ,te_10,57,C
Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,te_10,53,C
bluetooth adalah spesifikasi industri untuk jaringan dengan kawasan pribadi / PAN tanpa kabel yang berfungsi untuk melakukan tukar menukar informasi antara gadget yang memiliki konektivitas bluetooth. ,te_10,46,C
spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,te_10,40,C
Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,te_10,48,C
spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,te_10,48,C
Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,te_10,42,C
"Bluetooth adalah suatu peralatan media komunikasi yang dapat digunakan untuk menghubungkan sebuah perangkat komunikasi dengan perangkat komunikasi lainnya, bluetooth umumnya digunakan di handphone, komputer atau pc, tablet, dan lain-lain. ",te_10,30,D
untuk menstranfer suatu file ,te_10,23,D
Bluetooth adalah teknologi jaringan tanpa kabel yang berjarak pendek untuk menghubungkan 2 alat ,te_10,29,D
suatu alat untuk tranfer file yang terbatas jarak. ,te_10,25,D
teknologi sinyal untuk menghubungkan perangkat dalam pengiriman dan penerimaan data ,te_10,30,D
Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. ,te_10,31,D
"Suatu peralatan media komunikasi yang dapat digunakan untuk menghubungkan sebuah perangkat komunikasi dengan perangkat komunikasi lainnya, bluetooth umumnya digunakan di handphone, komputer atau pc, tablet, dan lain-lain. ",te_10,29,D
Bluetooth merupakan media untuk transfer data ,te_10,26,D
Bluetooth adalah suatu peralatan media komunikasi yang dapat digunakan untuk menghubungkan sebuah perangkat komunikasi dengan perangkat komunikasi lainnya. ,te_10,29,D
Bluetooth adalah Gigi Biru atau biasa digunakan untuk menghubungan perangkat elektronik yang ingin bertukar data. ,te_10,28,D
fitur transfer data dengan jarak tertentu tanpa koneksi internet ,te_10,21,D
Bluetooth adalah media pengiriman yang menggunakan frequensi tertentu ,te_10,23,D
Bluetuooth suatu software yang di gunakan untuk mentrasnfer data tanpa menggunakan peralatan - peralatan bantuan seperti kabel. ,te_10,31,D
Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan ,te_10,32,D
Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel ,te_10,28,D
media share data tanpa kabel ,te_10,22,D
bluetooth adalah spesifikasi industri untuk jaringan pribadi tanpa kabel ,te_10,25,D
Bluetooth adalah sebuah media yang di gunakan untuk berbagi (share) data. ,te_10,26,D
adalah sebuah sisstem yang berfungsi untuk transfer file atau data tanpa melalui kabel ,te_10,27,D
digunakan untuk mengirim/ mentrasfer data atau file ,te_10,28,D
transfer antar hape ,te_10,15,E
Jaringan yang digunakan untuk pengiriman data ,te_10,19,E
menstransfer data melalui ponsel ,te_10,15,E
Blue = biru tooth= gigi jadi gigi biru ,te_10,0,E
bluetooth adalah spesifikasi industri untuk untuk jaringgan dengan kawasan pribadi ,te_10,19,E
penghubung nirkabel antar device dengan jarak jangkauan yang terbatas dan sempit. ,te_10,9,E
Blue=Biru Tooth=Gigi Jadi Gigi Biru ,te_10,0,E
"komputer adalah alat yang sudah sangat kompleks, secara umum komputer bekerja dengan dalam tiga tahap yaitu input, prosess dan output. Dimasa ini, komputer sangat beragam fungsi dan bentuknya, termasuk game console.",te_1,80,A
"Komputer adalah perangkat yang menerima data mentah, kemudian di olah dan hasilnya berupa informasi yang bervariasi, seperti teks, gambar dan lainnya",te_1,83,A
"secara bahasa, computer berasal dari kata compute (computare dalam yunani) yang berarti menghitung
 jadi, komputer adalah perangkat yang mampu melakukan komputasi
 
 komputer adalah perangkat yang terdiri dari banyak komponen dan saling terhubung sehingga dapat melakukan komputasi sistematis dengan sendirinya",te_1,90,A
Komputer adalah mesin atau perangkat elektronik yang didesain untuk menyimpan dan memproses data informasi.,te_1,82,A
"Komputer adalah perangkat elektronik yang menerima, menyimpan dan memproses data menjadi informasi secara matematis atau logis sesuai dengan serangkaian instruksi yang diprogram.",te_1,95,A
"komputer merupakan hardware yang mampu menerima (input), memproses, menyimpan dan menmberikan (output) informasi dari serangkaian perintak yang diberikan.",te_1,90,A
"Komputer adalah sebuah perangkat elektronik yang dirancang untuk menerima, menyimpan, memproses, dan menghasilkan data atau informasi. Komputer dapat melakukan berbagai jenis tugas sesuai dengan perintah yang diberikan. Komputer terdiri dari berbagai komponen, seperti CPU, keyboard, mouse, monitor, dan lainnya.",te_1,90,A
"komputer adalah sebuah kelompok perangkat keras yang terdiri dari input, output, pengelola input serta pengelola output yang saling bekerja sama untuk melakukan perintah yang diminta oleh user.",te_1,80,A
"Komputer adalah suatu perangkat elektronik yang digunakan untuk mengolah data. Komputer terdiri dari beberapa operasi yaitu input, output, proses, dan penyimpanan",te_1,78,B
Sebuah alat yang mengolah input dan peralatan output yang memberikan informasi serta bekerja secara otomatis,te_1,72,B
komputer adalah alat elektronik yang dapat membantu manusia dalam mempermudah urusannya dalam pengelolaan informasi dan data,te_1,72,B
"komputer merupakan sebuah alat yang dapat menerima, mengolah, dan menghasilkan data menjadi informasi",te_1,78,B
"komputer adalah sebuah perangkat yang dapat memanipulasi informasi dan dapat menyimpan, mengambil atau memproses sebuah data",te_1,78,B
komputer merupakan perangkat elektronik yang digunakan untuk membantu pekerjaan,te_1,67,B
komputer adalah suatu alat elektronik yang dapat menerima dan memproses data,te_1,73,B
"Komputer adalah perangkat elektronik yang dapat menerima, mengolah, dan menyimpan data.",te_1,78,B
sebuah perangkat keras yang dapat memudahkan kita untuk mengerjakan segala kebutuhan di dunia nyata,te_1,65,B
"Sebuah alat yang bisa digunakan untuk memasukan input perintah, mengolah perintah tersebut dan akan menampilkan output untuk mengambil kesimpulan",te_1,73,B
"Suatu perangkat keras yang berfungsi untuk menerima dan mengolah data agar menjadi informasi. Data tersebut berupa gambar, informasi, suara, dsb.",te_1,77,B
"* Meningkatkan efisiensi waktu dalam mengolah data.
 * Mendapatkan hasil yang lebih akurat 
 * Meminimalisir human error",te_2,97,A
"Transaksi lebih mudah
 Mempercepat penyebaran iklan
 Promosi yg beragam",te_2,83,A
"efisiensi waktu, efisiensi biaya, dan efisiensi sumber daya",te_2,90,A
"Keuntungan yang diperoleh dari penerapan teknologi dalam kegiatan bisnis:
 * Ketika kita dapat melihat tren pasar, atau tren-jual beli produk, sebagai pemilik bisnis dapat menentukan strategi untuk pengembangan bisnis
 * Berdasarkan data, misal data penjualan ecommerce, dengan teknologi dapat menentukan berbagai prediksi seperti prediksi harga
 * Dengan adanya teknologi, kegiatan pemasaran dapat dilakukan lebih efektif dan efisien, mengingat penggunaan teknologi banyak pada kehidupan sehari-hari",te_2,97,A
"Teknologi dapat membantu bisnis untuk melakukan berbagai tugas secara lebih efisien dan efektif,
 TEKNOLOGI DAPAT MENINGKATKAN KEPUASAN PELANGGAN
 TEKNOLOGI DAPAT MENINGKATKAN PRODUKTIVITAS KARYAWAN",te_2,85,A
"mempermudah promosi
 memperluas jangkauan customer
 mempermudah analisis pasar
 memperluas reputasi jasa yang kita tawarkan
 mempermudah penargetan penjualan agar tepat sesuai marketnya",te_2,97,A
"-promosi jadi beragam
 -transaksi mudah
 -layanan menjadi cepat
 -menganalisis pasar lebih cepat",te_2,93,A
"otomatisasi sistem
 transaksi digital
 media promosi
 pelayanan cepat
 analisis digital untuk kebutuhan analisis pasar",te_2,95,A
"perhitungan cepat,
 minim kesalahan, 
 minim biaya",te_2,93,A
"* memberikan layanan yang lebih cepata kepada konsumen
 * mempermudah dalam proses transaksi
 * membantu membangun reputasi bisnis",te_2,93,A
"1. Perencanaan dan analisis data yang lebih baik dan akurat
 2. peningkatan efisiensi dan efektifitaas terhadap operasional dan produk
 3. kemudahan proses bisnis yang dilakukan dengan automatisasi dan mengurangi human error",te_2,97,A
"* Memantau perkembangan bisnis menjadi lebih mudah.
 * Memberikan layanan yang cepat kepada pelanggan.
 * Membantu promosi dengan lebih cepat dan mudah.",te_2,97,A
"Adapun keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis, yaitu sebagai berikut.
 * Peningkatan efisiensi operasional yang dapat menghemat waktu dan biaya operasional.
 * Peningkatan produktivitas dengan memberikan alat yang baik untuk bekerja
 * Akses ke informasi dan analisis dengan lebih cepat dan akurata",te_2,97,A
"* Efesiensi Operasional
 * Pengingkatan Kualitas Produk dan Kualitas Layanan
 * Peningkatan Produktivitas",te_2,97,A
"Efisiensi Operasional,
 Peningkatan Produktivitas,
 Perluasan Pasar,
 Analisis Data yang Lebih Baik,
 Peningkatan Layanan Pelanggan,
 Pengembangan Produk dan Inovasi,
 Keamanan Informasi,",te_2,97,A
"1. Dapat mengurangi pengeluaran untuk kebutuhan Marketing, karena saat ini marketing dapat dilakukan dalam bentuk video gambar maupun tulisan dan disebarkan menggunakan sosial media.
 2. Proses perhitungan keuntungan dan kerugian dapat dilihat dan dianalisis dengan mudah.
 3. Saat ini berkat AI yang semakin berkembang, dapat melihat trend apa yang kira2 sedang naik dan trend apa yang akan muncul kedepannya nanti.",te_2,95,A
"- mudahnya mengelola bisnis dengan adanya sistem komputasi / informasi
 - mudah dalam promosi dan periklanan dalam bisnis
 - mudahnya merekap data data bisnis jika menggunakan cloud",te_2,83,A
"1. Cepat
 2. Mudah
 3. Hemat",te_2,78,B
"Hardware adalah perangkat keras komputer yang mempunyai fisik (dapat disentuh dan dirasakan). Contoh : Mouse, Keyboard, CPU, RAM, Monitor",te_3,98,A
"Adalah bagian dari sistem komputer yang berbentuk fisik contohnya : 
 Mainboard
 CPU
 RAM
 Keyboard
 Monitor",te_3,98,A
"perangkat komputer yang yang memiliki wujud fisik.
 
 1. motherboard
 2. CPU
 3. soundcard
 4.grafickcard
 5. RAM",te_3,98,A
"hardware adalah perangkat keras dalam komputer
 
 1. cpu, atau processor
 2. ram
 3. storage seperti hard disk, ssd, dll
 4. motherboard, atai mainboard
 5. vga atau GPU",te_3,87,A
"Hardware adalah perangkat keras berbentuk fisik, contoh:mouse, komputer, keyboard, harddisk, ram",te_3,82,A
"hardware merupakan sebuah komponen komputer yang memiliki bentuk fisik yang dapat di pegang maupun di lihat yang dapat menerima, mengolah, dan menghasilkan data 
 
 contoh hardware;
 PERANGKAT INPUT: KEYBOARD
 PERANGKAT PEMROSESAN : CPU
 PERANGKAT OUTPUT : monitor, printer
 PERANGKAT PENYIMPANAN: SSD
 PERANGKAT PERIFERAL adalah perangkat tambahan yang dapat digunakan untuk menghubungkan komputer dengan perangkat lain: webcam",te_3,98,A
"hardware atau perangkat keras yang merujuk pada komponen komputer yang bisa diliat ataupun dipegang
 
 - VGA
 - Harddisk
 - Motherboard
 - CPU
 - RAM",te_3,98,A
"hardware adalah perangkat keras 
 
 contohnya adalah :
 RAM
 VGA / graphic card
 processor / CPU
 Hard disk
 SSD (solid state drive)
 mouse
 printer
 keyboard
 motherboard",te_3,80,A
"hardware adalah komponen dari komputer yang dapat dilihat secara fisik
 
 cpu, monitor, keyboard, mouse, speker, printer",te_3,95,A
